code	id	name	name_np	parent
2316	2316	Rajgadh RURAL MUNICIPALITY	राजगढ गाउँपालिका	2022
2999	2999	Nason Rural Muncipality	नासोँ गाउँपालिका	2047
3003	3003	Manang Ngisyang Rural Muncipality	मनाङ ङिस्याङ गाउँपालिका	2047
2538	2538	Binayi Tribeni Rural Municipality	विनयी-त्रिवेणी गाउँपालिका	2053
2360	2360	SUNIL SMRITI RURAL MUNICIPALITY	सुनिल स्मृति गाउँपालिका	2061
2885	2885	nalgad Municipality	नलगाड नगरपालिका	2073
2642	2642	Saipal Rural Municipality	साइपाल गाउँपालिका	2077
2955	2955	Pokhara Metropolitan City	पोखरा महानगरपालिका	2046
2199	2199	Temkemaiyum Rural Municipality	टेम्केमैयुङ गाउँपालिका	2014
2216	2216	Hatubagadhi Rural Municipality	हतुबागढी गाउँपालिका	2014
2224	2224	Rawabesi Rural Municipality	रावाबेसी गाउँपालिका	2015
2206	2206	Mapya Dudhakoshi Rural Municipality	माप्य दुधकोशी गाउँपालिका	2016
2246	2246	Manebhanjyan Rural Municipaltiy	मानेभन्ज्याङ गाउँपालिका	2017
2115	2115	Bhadrapur Municipality	भद्रपुर नगरपालिका	2019
2126	2126	Kanachanakabal Rural Municipality	कचनकबल गाउँपालिका	2019
2127	2127	Biratnagar Metropolitan City	विराटनगर महानगरपालिका	2020
2138	2138	Gramthan Rural Municipality	ग्रामथान गाउँपालिका	2020
2150	2150	Ithari Sub-Metropolitan City	ईटहरी उप-महानगरपालिका	2021
2153	2153	Duhabi Municipality	दुहबी नगरपालिका	2021
2168	2168	Bhokraha Narsingh Rural Municipality	भोक्राहा नरसिंह गाउँपालिका	2021
2171	2171	Harinagar Rural Municipality	हरिनगर गाउँपालिका	2021
2282	2282	Bodebarsain Municipality	बोदेबरसाईन नगरपालीका	2022
2535	2535	Baudikali Rural Municipality	बौदीकाली गाउँपालिका	2053
2532	2532	palhinnadan Rural Municipality	पाल्हीनन्दन गाउँपालिका	2054
2306	2306	Saptakoshi Municipality	सप्तकोसी नगरपालिका	2022
2343	2343	Sakhunankarakatti Rural Municipality	सखुवानान्कारकटी गाउँपालिका	2023
2454	2454	Gaurisankar Rural Municipality	गौरिशंकर गाउँपालिका	2030
2457	2457	Tamakoshi Rural Municipality	तामाकोशी गाउँपालिका	2030
2468	2468	Sailung Rural Municipality	शैलुङ गाउँपालिका	2030
2470	2470	Melunga Rural Municipality	मेलुङ गाउँपालिका	2030
2472	2472	Baiteswar Rural Municipality	वैतेश्रर गाउँपालीका	2030
3074	3074	Bigu Rural Municipality	विगु गाउँपालिका	2030
2400	2400	Kamalamai Municipality	कमलामाई नगरपालीका	2032
2436	2436	Sunkoshi Rural Municipaltiy	सुनकोसी गाउँपालिका	2032
2648	2648	Kispanga Rural Municipality	किस्पाङ गाउँपालिका	2036
2697	2697	Gangajamuna Rural Municipality	गंगाजमुना गाउँपालिका	2037
2700	2700	Jawalamukhi Rural Municipality	ज्बालामुखी गाउँपालिका	2037
2703	2703	Thakre Rural Municipality	थाक्र्रे गाउँपालिका	2037
2708	2708	Netrawati Dabjong Rural Municipality	नेत्रावती डबजोङ गाउँपालिका	2037
2711	2711	Benighat Roranga Rural Municipality	बेनीघाट रोराङ गाँउपालिका	2037
2716	2716	Ruvi Valley Rural Municipality	रूवी भ्याली गाँउपालिका	2037
2718	2718	Siddhalek Rural Municipality	सिद्धलेक गाँउपालिका	2037
2723	2723	Tripurasundhari Rural Municipality	त्रिपुरासुन्दरी गाउँपालिका	2037
2755	2755	Aajirkot Rural Municipality	अजिरकोट गाउँपालीका	2043
2756	2756	Arughat Rural Municipality	आरूघाट गाउँपालीका	2043
3776	3079	Chumanuwrimun Rural Municipality	चुमनुव्री गाउँपालिका	2043
2794	2794	Bhimad Municipality	भिमाद नगरपालिका	2045
2796	2796	Payasa Municipality	व्यास नगरपालिका	2045
2798	2798	Suklagandaki Municipality	सुक्लागण्डकी नगरपालिका	2045
2816	2816	Shisenga Rural Municipality	ऋषिङ गाउँपालीका	2045
2823	2823	Debaghat Rural Municipality	देबघाट गाउँपालीका	2045
2825	2825	Maygde Rural Municipality	म्याग्दे गाउँपालीका	2045
3013	3013	Lo Ghekar Damodarkunda Rural Municipality	लो-घेकर दामोदरकुण्ड गाउँपालिका	2048
2986	2986	Kaligandaki Rural Municipality	कालीगण्डकी गाउँपालिका	2050
2994	2994	fedikhola Rural Municipality	फेदीखोला गाउँपालिका	2050
2416	2416	Yashodhara Rural Municipality	यसोधरा गाउँपालिका	2056
2419	2419	Suddhodhan Rural Municipality	शुद्धोधन गाउँपालिका	2056
2420	2420	Bijayanagar Rural Municipality	विजयनगर गाँउपालिका	2056
2455	2455	Rampur Municipality	रामपुर नगरपालिका	2057
2393	2393	Balan Bihul Rural MUNICIPALITY	बलान विहुल गाउँपालिका	2022
2545	2545	Musikot Municipality	मुसिकोट नगरपालिका	2066
2480	2480	Susta Ruralmunicipality	सुस्ता गाउँपालिका	2054
2600	2600	Kirtipur Municipality	कीर्तिपुर नगरपालिका	2042
2333	2333	Chiresanata Rural Municipaltiy	क्षिरेश्वरनाथ नगरपालीका	2024
2368	2368	Mithila Bihari  Municipality	मिथिला बिहारी नगरपालिका	2024
3300	3081	Shahidnagar Municipality	शहिदनगर नगरपालिका	2024
3301	3082	Aurahi Rural Municipality	औरही गाउँपालिका	2024
2659	2659	Pansakanya Rural Municipality	पञ्चकन्या गाउँपालिका	2036
3302	3083	Dhanauji Rural Municipality	धनौजी गाउँपालिका	2024
2722	2722	Garuda Muncipality	गरूडा नगरपालीका	2027
2742	2742	Katahariya Muncipality	कटहरीया नगरपालिका	2027
5051	3084	Yamunamai Rural Municipality	यमुनामाई गाउँपालिका	2027
3303	3085	Bisrampur Rural Municipality	विश्रामपुर गाउँपालिका	2028
2914	2914	Bahudramai  Muncipality	बहुदरमाई नगरपालिका	2029
3304	3080	thori Rural Municipality	ठोरी गाउँपालिका	2029
2663	2663	Myagang Rural Municipality	म्यागङ गाउँपालिका	2036
2916	2916	Kalikamai Rural Mumcipality	कालिकामाई गाउँपालीका	2029
